level_0,@module_x,@class_x,name_x,@version_x,X.discharge_capacity_cycle_2,X.max_discharge_capacity_difference,X.discharge_capacity_cycle_100,X.integrated_time_temperature_cycles_1:100,X.charge_time_cycles_1:5,X.abs_min_discharge_capacity_difference_cycles_2:100,X.abs_mean_discharge_capacity_difference_cycles_2:100,X.abs_variance_discharge_capacity_difference_cycles_2:100,X.abs_skew_discharge_capacity_difference_cycles_2:100,X.abs_kurtosis_discharge_capacity_difference_cycles_2:100,X.abs_first_discharge_capacity_difference_cycles_2:100,X.max_temperature_cycles_1:100,X.min_temperature_cycles_1:100,X.slope_discharge_capacity_cycle_number_2:100,X.intercept_discharge_capacity_cycle_number_2:100,X.slope_discharge_capacity_cycle_number_91:100,X.intercept_discharge_capacity_cycle_number_91:100,X.min_internal_resistance_cycles_2:100,X.internal_resistance_cycle_2,X.internal_resistance_difference_cycles_2:100,X.nominal_capacity_by_median,metadata.barcode_x,metadata.protocol_x,metadata.channel_id_x,metadata.parameters.init_pred_cycle,metadata.parameters.mid_pred_cycle,metadata.parameters.final_pred_cycle,metadata.parameters.n_nominal_cycles,bat_num,batches,bat_name,index,@module_y,@class_y,name_y,@version_y,X.capacity_0.98,X.capacity_0.95,X.capacity_0.92,X.capacity_0.89,X.capacity_0.86,X.capacity_0.83,X.capacity_0.8,metadata.barcode_y,metadata.protocol_y,metadata.channel_id_y,metadata.parameters.thresh_max_cap,metadata.parameters.thresh_min_cap,metadata.parameters.interval_cap
46,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH12_features_DeltaQFastCharge.json,2021.1.11.15,1.0600003999999998,0.49633150000000015,1.0608583999999999,161852.12603603373,588.7999877929688,-1.759736798991718,-2.1541613544572753,-4.387570539190021,-1.824927810562997,0.24995013585786002,-1.9530379779270604,41.51066207885742,31.907529830932617,-1.8231830550407087e-05,1.0629789137497418,-5.743515151509392e-05,1.0664623018181756,0.014437578618526459,0.014914118684828281,-0.00042281951755285263,1.06281925,el150800737294,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,11,10,91,100,40,12,b3,b3c12,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH12_features_TrajectoryFastCharge.json,2021.1.11.15,1269,1269,1269,1269,1269,1269,1269,el150800737294,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,11,0.98,0.78,0.03
47,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH14_features_DeltaQFastCharge.json,2021.1.11.15,1.0717411000000001,0.5034946999999999,1.0738508,148134.29657560278,588.7999877929688,-1.6120535954039605,-1.9468723083436905,-3.939693978689951,-1.5800542108083997,0.2710865593288578,-1.7172536020001525,33.393577575683594,30.863256454467773,-3.1181348175646803e-06,1.0746722875489585,-3.127333333335295e-05,1.0768970400000017,0.015085268765687943,0.015297506004571915,-0.00013212114572525024,1.0747858,el150800739476,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,13,10,91,100,40,14,b3,b3c14,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH14_features_TrajectoryFastCharge.json,2021.1.11.15,1050,1050,1050,1050,1050,1050,1050,el150800739476,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,13,0.98,0.78,0.03
48,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH20_features_DeltaQFastCharge.json,2021.1.11.15,1.0673251,0.4970005000000002,1.0684358,160801.55132542152,563.2000122070312,-1.4780261708112736,-1.7884056985775274,-3.6575848691446984,-1.1529592054176325,0.2781137691685845,-1.5519484108046757,38.22832489013672,31.117902755737305,-1.5220575139152314e-05,1.0705788550195834,-3.7563030303008176e-05,1.072116276363634,0.015485173091292381,0.01562539115548134,-7.693469524383545e-05,1.0705603000000001,el150800737276,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,19,10,91,100,40,20,b3,b3c20,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH20_features_TrajectoryFastCharge.json,2021.1.11.15,819,819,819,819,819,819,819,el150800737276,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,19,0.98,0.78,0.03
49,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH22_features_DeltaQFastCharge.json,2021.1.11.15,1.0642038999999999,0.49070459999999994,1.0673371999999999,159757.32447381347,563.2000122070312,-1.5362659899032856,-1.8911629484285868,-3.8066856425444153,-0.9692244605655629,0.25935136815382315,-1.597650509897731,37.803340911865234,31.00840950012207,-8.581501546068656e-06,1.0691113730571011,-5.321272727277324e-05,1.0725819327272768,0.015064490027725697,0.015258422121405602,-0.00015304237604141235,1.0694605,el150800737319,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,21,10,91,100,40,22,b3,b3c22,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH22_features_TrajectoryFastCharge.json,2021.1.11.15,818,818,818,818,818,818,818,el150800737319,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,21,0.98,0.78,0.03
50,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH28_features_DeltaQFastCharge.json,2021.1.11.15,1.0674671999999998,0.4977206000000003,1.0671083000000001,212013.87903645838,640.0,-1.6402813827386273,-1.9951067805439526,-4.005080097988175,-0.9601661758992429,0.263721895425892,-1.724401357110927,38.5187873840332,32.02079772949219,-2.7270560296848578e-05,1.0702371411461553,-6.482303030302372e-05,1.0735348963636355,0.014978202991187572,0.015133778564631939,-8.228234946727753e-05,1.0698500499999999,el150800737274,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,27,10,91,100,40,28,b3,b3c28,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH28_features_TrajectoryFastCharge.json,2021.1.11.15,1148,1148,1148,1148,1148,1148,1148,el150800737274,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,27,0.98,0.78,0.03
51,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH36_features_DeltaQFastCharge.json,2021.1.11.15,1.0709693,0.49769320000000006,1.0744087,220869.24785563152,588.7999877929688,-1.6273671774260028,-1.9712101982532544,-3.9845402027697374,-1.2606373284768544,0.2675793596303589,-1.7381196242119503,39.78699493408203,31.812665939331055,2.500925170068077e-06,1.0749522436404861,-4.843696969695842e-05,1.0792049436363624,0.01553861889988184,0.015716448426246643,-7.116422057151794e-05,1.0754057000000001,el150800737287,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,35,10,91,100,40,36,b3,b3c36,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH36_features_TrajectoryFastCharge.json,2021.1.11.15,1030,1030,1030,1030,1030,1030,1030,el150800737287,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,35,0.98,0.78,0.03
52,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH44_features_DeltaQFastCharge.json,2021.1.11.15,1.0626153,0.49578259999999985,1.0632573,210614.048828125,563.2000122070312,-1.6466338756854206,-2.0114736761804957,-4.000416388865177,-0.75772263956957,0.2622928805965774,-1.7082178929025509,39.08673095703125,31.76124382019043,-1.7606017316020532e-05,1.0653733998556996,-4.4398787878797954e-05,1.0676734854545462,0.015308048576116562,0.015503207221627235,-0.00011511053889989853,1.0652664,el150800739477,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,43,10,91,100,40,44,b3,b3c44,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH44_features_TrajectoryFastCharge.json,2021.1.11.15,1095,1095,1095,1095,1095,1095,1095,el150800739477,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,43,0.98,0.78,0.03
53,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000015_CH4_features_DeltaQFastCharge.json,2021.1.11.15,1.0581568000000001,0.4933074999999998,1.0618566999999999,213810.38178304033,614.4000244140625,-1.6680862792516282,-2.0437964906355255,-4.102177645955466,-0.7788866008015337,0.23530914796407376,-1.7234330710071932,38.35811233520508,30.6580753326416,-3.989163883741555e-06,1.063162476376005,-4.713878787880314e-05,1.0665357254545467,0.015254970639944077,0.015553804114460945,-0.00023012887686491013,1.0636787499999998,el150800737390,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,3,10,91,100,40,4,b3,b3c4,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000015_CH4_features_TrajectoryFastCharge.json,2021.1.11.15,798,798,798,798,798,798,798,el150800737390,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,3,0.98,0.78,0.03
54,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000016_CH17_features_DeltaQFastCharge.json,2021.1.11.15,1.0648883999999998,0.8942791000000001,1.0729008999999998,225552.6951619466,614.4000244140625,-1.054364441041912,-1.437266060554841,-2.9468987749212134,-1.314405324256864,0.23854541765309165,-1.3134563165288515,35.80637741088867,28.374696731567383,2.6902376004935715e-05,1.07314717816945,-9.233393939390684e-05,1.0826074872727238,0.016974877566099167,0.01772385835647583,-0.0005876123905181885,1.07463885,el150800460478,2017-06-30_tests\20170630-4_4C_24per_5C.sdu,16,10,91,100,40,17,b2,b2c17,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000016_CH17_features_TrajectoryFastCharge.json,2021.1.11.15,113,367,413,447,467,486,506,el150800460478,2017-06-30_tests\20170630-4_4C_24per_5C.sdu,16,0.98,0.78,0.03
55,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH17_features_DeltaQFastCharge.json,2021.1.11.15,1.0664694,0.49224500000000004,1.0698465,210244.85263671874,665.5999755859375,-1.7706146257819997,-2.1319201179879324,-4.2690928739053735,-0.8528520816916314,0.2640945657951673,-1.823343384318337,34.60008239746094,31.00022315979004,9.431020408130707e-07,1.0701100186353327,-3.426666666718716e-06,1.0701058000000045,0.015372629277408123,0.01556517742574215,-8.435733616352081e-05,1.0706813,el150800737307,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,16,10,91,100,40,17,b3,b3c17,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH17_features_TrajectoryFastCharge.json,2021.1.11.15,1838,1838,1838,1838,1838,1838,1838,el150800737307,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,16,0.98,0.78,0.03
56,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH1_features_DeltaQFastCharge.json,2021.1.11.15,1.0608749,0.4933137000000001,1.0637165000000002,155690.97866210935,716.7999877929688,-1.73382615866376,-2.111832414679495,-4.200994816768676,-0.7028424184116542,0.25512960785396704,-1.7793959561818815,35.20887756347656,30.4371337890625,4.767285095849593e-07,1.0643394403421973,-4.4130909090892916e-05,1.068059590909089,0.015318612568080425,0.015538276173174381,-0.00012612249702215195,1.0647712,el150800737277,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,0,10,91,100,40,1,b3,b3c1,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH1_features_TrajectoryFastCharge.json,2021.1.11.15,1080,1080,1080,1080,1080,1080,1080,el150800737277,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,0,0.98,0.78,0.03
57,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH25_features_DeltaQFastCharge.json,2021.1.11.15,1.0605524,0.4905014999999999,1.062533,155885.265063634,665.5999755859375,-1.8745980993153422,-2.3690237341850384,-4.475055250505536,-0.39587650039942823,0.15587014938217486,-1.913046292508144,38.218162536621094,31.641069412231445,-7.311411255415879e-06,1.0638541685425684,-0.00010478909090907746,1.0725528490909075,0.01525314524769783,0.015467585995793343,-0.0001370096579194069,1.0641522,el150800737345,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,24,10,91,100,40,25,b3,b3c25,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH25_features_TrajectoryFastCharge.json,2021.1.11.15,1640,1640,1640,1640,1640,1640,1640,el150800737345,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,24,0.98,0.78,0.03
58,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH33_features_DeltaQFastCharge.json,2021.1.11.15,1.0650446000000002,0.49576059999999966,1.0670681,160610.6922543575,640.0,-1.8093714710640207,-2.3035483105100805,-4.348551102009473,-0.47105271466952914,0.1609601968793706,-1.8238987021456032,38.519100189208984,31.404586791992188,-2.738303030305062e-06,1.0682291666666666,-0.00016149818181817704,1.0826852781818173,0.015194214880466461,0.015357698313891888,-7.627718150615692e-05,1.0685099,el150800737299,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,32,10,91,100,40,33,b3,b3c33,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH33_features_TrajectoryFastCharge.json,2021.1.11.15,656,1559,1982,2139,2191,2191,2191,el150800737299,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,32,0.98,0.78,0.03
59,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH41_features_DeltaQFastCharge.json,2021.1.11.15,1.07156,0.49319089999999965,1.0734451999999999,212631.80100097656,691.2000122070312,-2.002520878858459,-3.178515486622106,-4.494231261436731,-0.49911877961726714,-0.501357006825941,-2.026641774030592,38.663818359375,31.879961013793945,-8.47805318491537e-06,1.0747347157905585,-4.8186666666636435e-05,1.0781693199999967,0.015263473615050316,0.015598003752529621,-0.0002690628170967102,1.0748597,el150800737297,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,40,10,91,100,40,41,b3,b3c41,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH41_features_TrajectoryFastCharge.json,2021.1.11.15,671,1609,2127,2239,2239,2239,2239,el150800737297,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,40,0.98,0.78,0.03
60,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH46_features_DeltaQFastCharge.json,2021.1.11.15,1.0489386,0.4904888999999999,1.0483313,154595.7715691968,691.2000122070312,-2.0944589146833277,-3.044043205852221,-4.676859146674219,-0.4055385364331823,-0.5983280069835824,-2.167097736970757,38.208900451660156,31.092140197753906,-1.0993704390825171e-06,1.0495027523603375,-6.843575757574886e-05,1.055100949090908,0.012433430179953575,0.014971707947552204,-0.00019289739429950714,1.0494333,el150800737364,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,45,10,91,100,40,46,b3,b3c46,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH46_features_TrajectoryFastCharge.json,2021.1.11.15,1392,1392,1392,1392,1392,1392,1392,el150800737364,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,45,0.98,0.78,0.03
61,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH6_features_DeltaQFastCharge.json,2021.1.11.15,1.0657128,0.5032833999999999,1.0690311000000001,211291.35908203124,640.0,-2.2416692716226745,-2.4101403366716427,-4.253439725736478,-0.06576972974992855,-0.1889501351406614,-2.2440187029854277,37.08730697631836,30.329845428466797,4.461794681499573e-06,1.0692644203669348,-2.0304848484854673e-05,1.0710952381818186,0.015753615647554398,0.01642947643995285,-0.0005931239575147629,1.0697455999999999,el150800737377,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,5,10,91,100,40,6,b3,b3c6,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH6_features_TrajectoryFastCharge.json,2021.1.11.15,1644,1644,1644,1644,1644,1644,1644,el150800737377,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,5,0.98,0.78,0.03
62,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000017_CH9_features_DeltaQFastCharge.json,2021.1.11.15,1.0688018,0.49768920000000016,1.0709292,205047.46091715488,640.0,-1.788683395561863,-2.1490137092737287,-4.283175829647258,-0.7545786430124095,0.2645276347229233,-1.840697448416456,35.08553695678711,30.62008285522461,1.6994693877522678e-06,1.0713574164296018,-2.4123636363639815e-05,1.0733433836363637,0.015557318925857544,0.015778109431266785,-0.00011894479393959045,1.0715981499999998,el150800739484,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,8,10,91,100,40,9,b3,b3c9,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000017_CH9_features_TrajectoryFastCharge.json,2021.1.11.15,1803,1803,1803,1803,1803,1803,1803,el150800739484,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,8,0.98,0.78,0.03
63,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000018_CH18_features_DeltaQFastCharge.json,2021.1.11.15,1.0825964,0.5925752000000002,1.0871639,208212.9999186198,588.7999877929688,-1.3545831190782558,-1.665731996999738,-3.4064240666329506,-1.199218635113064,0.28233477592029854,-1.4431971399348622,37.49085998535156,29.918649673461914,-6.06394557823502e-06,1.0886263285920426,-5.183939393939075e-05,1.0920830327272721,0.01620515063405037,0.016452306881546974,-7.575005292892456e-05,1.0889853,EL150800464881,2017-05-12_TESTS\20170512-5_4C-70PER_3C.SDU,17,10,91,100,40,18,b1,b1c18,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000018_CH18_features_TrajectoryFastCharge.json,2021.1.11.15,373,569,641,684,725,764,790,EL150800464881,2017-05-12_TESTS\20170512-5_4C-70PER_3C.SDU,17,0.98,0.78,0.03
64,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000019_CH29_features_DeltaQFastCharge.json,2021.1.11.15,1.0751325,0.6090541,1.0794117,210774.07597226673,537.5999755859375,-1.3452041194833955,-1.6570791462786618,-3.4091849305546837,-1.0046728736692239,0.2795454465665516,-1.428295500383392,37.14435958862305,30.193592071533203,-8.620910327767727e-06,1.0810595869305295,-3.6769090909091995e-05,1.0830768290909092,0.01593349501490593,0.016322193667292595,-3.970228135585785e-05,1.0812504,EL150800460640,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,28,10,91,100,40,29,b1,b1c29,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000019_CH29_features_TrajectoryFastCharge.json,2021.1.11.15,397,556,613,648,681,714,733,EL150800460640,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,28,0.98,0.78,0.03
65,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000019_CH30_features_DeltaQFastCharge.json,2021.1.11.15,1.0895553,0.6083470000000002,1.0937799,213483.66727701828,563.2000122070312,-1.3509599491092392,-1.684100402120459,-3.4332248890895896,-2.4320959191189053,0.2681585542603861,-1.399115249325378,38.728721618652344,30.119718551635742,-1.7147004329010112e-05,1.096306467388167,-4.5349696969689924e-05,1.0982986563636352,0.016214989125728607,0.016674533486366272,-0.0001020040363073349,1.0963006499999999,EL150800460436,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,29,10,91,100,40,30,b1,b1c30,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000019_CH30_features_TrajectoryFastCharge.json,2021.1.11.15,391,551,621,662,695,727,759,EL150800460436,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,29,0.98,0.78,0.03
66,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000020_CH23_features_DeltaQFastCharge.json,2021.1.11.15,1.0713947,0.8985588,1.0711476,229397.7352294922,614.4000244140625,-1.1993296087798695,-1.5094192804011546,-3.10225612527647,-1.0803022348007911,0.2831110245746787,-1.2683251574403855,36.93468475341797,29.381732940673828,-6.153575633890455e-05,1.0785834494331066,-0.00015128787878785873,1.0862172745454524,0.016902970150113106,0.017842700704932213,-0.0006769094616174698,1.0775663,el150800460501,2017-06-30_tests\20170630-4_65C_69per_6C.sdu,22,10,91,100,40,23,b2,b2c23,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000020_CH23_features_TrajectoryFastCharge.json,2021.1.11.15,224,376,435,468,494,517,539,el150800460501,2017-06-30_tests\20170630-4_65C_69per_6C.sdu,22,0.98,0.78,0.03
67,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000021_CH28_features_DeltaQFastCharge.json,2021.1.11.15,1.0676208,0.8816100999999996,1.0602171,235677.16180013024,563.2000122070312,-1.177065093581061,-1.504154994131165,-3.0736199577850685,-1.5189033524695923,0.27569310754598125,-1.2194245558555588,39.43522644042969,29.8597412109375,-0.00014168756091528046,1.0761143517831373,-0.00024233212121211304,1.0842441654545443,0.01613360270857811,0.017311904579401016,-0.0011024661362171173,1.0734784,el150800460510,2017-06-30_tests\20170630-4C_31per_5.5C.sdu,27,10,91,100,40,28,b2,b2c28,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000021_CH28_features_TrajectoryFastCharge.json,2021.1.11.15,131,237,324,383,424,451,471,el150800460510,2017-06-30_tests\20170630-4C_31per_5.5C.sdu,27,0.98,0.78,0.03
68,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000022_CH24_features_DeltaQFastCharge.json,2021.1.11.15,1.0623763000000002,0.8861551999999997,1.0692636999999998,228321.66865641277,614.4000244140625,-1.2557457233771052,-1.5528834867433345,-3.197828918827733,-0.9574951227409335,0.28589812830833333,-1.3319283714019763,36.62397003173828,29.155988693237305,6.275590599870198e-06,1.0702386305710156,-7.559454545453783e-05,1.0768736545454534,0.017141468822956085,0.017651217058300972,-0.00038363225758075714,1.0709401,el150800460614,2017-06-30_tests\20170630-4_9C_27per_4_75C.sdu,23,10,91,100,40,24,b2,b2c24,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000022_CH24_features_TrajectoryFastCharge.json,2021.1.11.15,245,352,398,425,445,463,481,el150800460614,2017-06-30_tests\20170630-4_9C_27per_4_75C.sdu,23,0.98,0.78,0.03
69,beep.featurize,DeltaQFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/DeltaQFastCharge/FastCharge_000023_CH37_features_DeltaQFastCharge.json,2021.1.11.15,1.0750237,0.6108784,1.0802133999999999,209923.25859306668,691.2000122070312,-1.3581058019875842,-1.670795976092202,-3.4374999288604053,-1.0122206433948784,0.2782563674433352,-1.4230436447814256,34.868446350097656,30.028350830078125,-2.75307359307669e-06,1.0813615122655118,-4.209454545454142e-05,1.0844219345454535,0.016229769214987755,0.016550682485103607,8.35023820400238e-06,1.0818302000000002,EL150800460506,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,36,10,91,100,40,37,b1,b1c37,0,beep.featurize,TrajectoryFastCharge,/mnt/c/Users/sjrt1/Documents/School/Winter2021/DATA451/FastCharge/data-share/features/TrajectoryFastCharge/FastCharge_000023_CH37_features_TrajectoryFastCharge.json,2021.1.11.15,403,540,593,626,658,689,706,EL150800460506,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,36,0.98,0.78,0.03
